collaborative,duration_ms,modified_at,name,num_albums,num_artists,num_edits,num_followers,num_tracks,pid
false,18025402,1509235200,Gym,63,45,33,2,72,85
false,10492328,1470355200,Zoned,31,23,30,1,42,86
false,5561220,1503100800,relax,22,20,13,1,24,87
false,14529680,1507161600,KPOP,34,12,23,1,66,88
false,23229656,1489276800,80's,85,82,2,1,92,89
false,22433711,1462233600,For the Road,76,41,5,2,103,90
false,18184816,1428105600,R & B,54,37,9,3,68,91
false,2012078,1506988800,Tom Petty,7,3,2,1,8,92
false,21802838,1495324800,Catchy Songs,82,67,27,1,98,93
false,27578241,1495324800,relax,112,97,35,1,124,94
false,40155045,1506816000,roadtrippin,133,90,50,1,170,95
false,3679250,1480464000,christmas,12,10,5,1,19,96
false,54634292,1346457600,2012,56,42,16,1,233,97
true,26901306,1435881600,Dave,20,3,8,1,81,98
false,8381755,1493424000,bang bang.,38,35,3,2,42,99
false,4782436,1403136000,Disneyland,12,19,4,1,22,100
false,4922286,1402876800,#boostyourrun,21,21,2,1,22,101
false,10051080,1508803200,LUV,14,9,28,1,48,102
false,43921538,1508544000,latin,133,63,28,1,177,103
false,15475350,1458604800,JAMS,30,26,7,1,65,104
false,27285505,1472601600,~Rando~,96,82,10,1,115,105
true,29550753,1497916800,Party Rock!!,105,100,26,1,114,106
false,14274383,1508544000,party people,58,50,37,2,62,107
false,16200460,1396224000,The Piano Guys,10,6,2,1,69,108
false,37033649,1496448000,Worship,100,64,56,1,132,109
false,7720149,1426723200,Brasileiras,29,19,5,2,33,110
false,5198964,1507420800,country,20,16,13,1,24,111
true,15714900,1461110400,4/20,65,61,10,1,65,112
false,4225410,1470096000,2016,17,14,4,1,19,113
false,4879293,1502323200,Willie,16,4,2,1,23,114
false,43332923,1507680000,beach,148,102,48,4,194,115
false,3014754,1391385600,Gold Digger,11,10,4,1,12,116
false,2935585,1476489600,Fall 2015,13,13,7,1,13,117
false,8513051,1504051200,dance it out,35,31,33,1,38,118
false,5742787,1470268800,greek,20,15,3,1,23,119
false,20816578,1444521600,All the songs,70,59,8,1,103,120
false,43372532,1479945600,Kyle,126,82,31,1,168,121
false,4496055,1509408000,HALLOWEEN,18,20,3,1,20,122
false,55676545,1500681600,w o r k o u t,225,171,26,1,245,123
false,39278419,1508630400,party music,156,118,86,2,176,124
false,11809365,1508371200,summer,39,26,14,1,53,125
false,9768248,1482624000,XXXMas,47,48,6,1,50,126
true,5549763,1493683200,BBG,25,24,3,1,26,127
false,3875986,1485129600,bae,18,17,10,1,18,128
false,22018885,1434585600,oldies,84,74,7,3,94,129
false,46317403,1505952000,its lit,96,45,12,2,205,130
false,24902583,1506297600,go to,92,68,10,1,99,131
true,2443305,1487116800,Killin' It,10,10,9,1,10,132
true,4344880,1508803200,October 2017,19,18,17,4,20,133
false,56753582,1502841600,Rap/Pop,200,141,53,1,233,134
false,13660732,1416528000,1990's,44,39,4,1,53,135
false,8207681,1485648000,Rap,28,22,14,1,32,136
false,5543879,1457308800,GUACAMOLE,20,20,6,1,24,137
false,33346619,1400112000,14,119,103,79,1,130,138
false,9799655,1504396800,That New New,44,40,26,2,44,139
false,17565348,1377043200,Relaxing,60,52,25,1,71,140
false,5306521,1503705600,sleep,22,22,6,1,22,141
false,26629274,1477008000,Get It!,63,47,26,1,109,142
false,8258520,1489536000,bumps,23,17,2,1,37,143
false,14408181,1434412800,picks,52,41,23,4,60,144
false,13089519,1493078400,🤘🏼,38,14,3,1,46,145
false,44443762,1498780800,Mashup,59,34,11,2,198,146
false,2170254,1431907200,Ladies,9,8,5,1,10,147
false,31352547,1508544000,Alt Jams,117,93,81,1,141,148
false,8045907,1444435200,Reggae/Ska,25,16,14,3,34,149
false,28272833,1463961600,Top hits,98,75,27,2,130,150
false,9636183,1508976000,jazzy,41,32,17,1,42,151
false,19844176,1424908800,Pop,74,66,49,1,89,152
false,7116222,1481846400,Emotional,27,20,3,1,29,153
false,11290220,1457913600,Fall,44,41,10,1,50,154
false,5759353,1479168000,ouch,20,20,9,1,24,155
false,49012499,1464998400,Love Music,157,103,57,2,188,156
false,4484363,1491609600,Bang Bang,22,16,7,1,22,157
false,23064355,1466640000,Solitude,94,86,12,3,102,158
false,8912254,1505433600,feels,32,27,4,1,33,159
false,1460954,1493596800,Silence,7,7,5,1,7,160
false,37767243,1476403200,English,118,68,24,2,161,161
false,11526358,1425513600,Blues,40,21,6,1,41,162
false,15123038,1447459200,pump,34,22,3,1,61,163
false,10592578,1509321600,volleyball playlist,43,35,10,5,46,164
false,1983622,1504656000,september,8,6,2,2,10,165
false,12866664,1466467200,motown,51,41,5,7,55,166
false,17432543,1508025600,folky,40,23,33,3,74,167
false,2792225,1432512000,Rock alternativo,11,9,3,1,12,168
false,35755512,1491436800,Summer Chill,125,110,102,2,134,169
false,13356225,1476144000,Rap Classics,42,29,2,1,52,170
false,6141737,1502236800,My favs,21,18,14,1,29,171
false,8937392,1463011200,motivational,35,33,13,1,41,172
false,24626956,1484784000,Up Beat,89,70,17,1,95,173
false,3513542,1416960000,Wes Anderson,15,15,3,1,16,174
false,4337022,1469059200,Love,12,4,2,1,18,175
false,30577508,1509148800,basic,106,73,91,1,141,176
false,5816378,1480291200,Another,23,21,10,1,25,177
false,15221475,1506988800,LIT!!!!!!!,53,38,38,1,70,178
false,4874193,1491523200,YEET,20,20,9,2,21,179
false,3954876,1505260800,🤤🤤,15,6,3,1,17,180
false,5897376,1502668800,Summer Playlist,27,21,12,1,27,181
false,36797138,1509321600,high,142,110,70,5,171,182
false,18325566,1491004800,Music,45,28,17,1,85,183
true,12322340,1430697600,Chill Alternative,42,41,19,1,50,184
false,27409576,1508630400,feelz,109,90,63,5,121,185
false,9089382,1475452800,Alexia,25,21,10,1,41,186
false,3675299,1495670400,Mellow.,15,15,3,1,17,187
false,4500528,1477526400,Britt,17,17,6,1,17,188
false,20941788,1507161600,Christian Songs,40,25,13,2,66,189
false,19890530,1466985600,Kendrick Lamar,21,11,13,1,70,190
false,5141478,1504656000,jesus jams,19,11,11,2,22,191
false,8618956,1499990400,Daddy Issues,33,26,6,1,37,192
false,3161650,1442102400,🔥🔥🔥🔥,13,12,6,1,14,193
false,29136511,1489536000,sb2k17,115,92,6,1,130,194
false,16610475,1490486400,Dance,63,51,42,1,68,195
false,7031522,1469836800,2013,29,28,4,1,29,196
false,14156348,1477699200,Spring16,55,53,19,1,57,197
false,7654553,1388275200,soul,19,23,4,1,25,198
false,19698418,1481328000,Best Songs of 2016,53,52,5,5,79,199
false,3174293,1385424000,Ladies,12,10,5,1,14,200
false,9614973,1504742400,Love,42,41,11,1,46,201
false,17063915,1366848000,Cash,49,31,14,1,64,202
false,10835351,1486512000,#Workout,45,37,19,1,47,203
false,2158596,1495238400,guitar.,10,10,8,2,10,204
false,12113727,1502668800,running,44,40,21,1,49,205
false,1207465,1476057600,Shower,5,5,5,1,5,206
false,10601309,1501891200,Saturn,37,29,4,1,44,207
false,19029995,1449619200,Christmas music,35,31,25,1,90,208
false,11105323,1508889600,Bus playlist,41,34,27,2,52,209
false,22073980,1478995200,Xmas,54,50,6,1,123,210
false,19732875,1492646400,My music,67,45,21,2,79,211
false,32351099,1491782400,Latino,115,68,32,1,146,212
false,3945474,1505865600,Mumford & Sons,9,3,3,1,17,213
false,35259245,1503964800,This Is What You Came For,141,113,30,1,157,214
false,8787620,1472947200,On the Run,39,34,8,2,41,215
false,8270009,1497139200,Prayer,15,11,6,1,29,216
false,32794865,1474416000,my country,36,18,17,1,148,217
false,21299385,1504310400,party playlist,93,74,4,1,98,218
false,8744086,1383091200,Funky,20,11,8,1,30,219
false,15053798,1506902400,Musicals,19,35,5,1,68,220
false,3412812,1500681600,Relax,13,8,11,1,15,221
false,3740128,1425427200,Wedding,17,16,2,1,17,222
false,29870133,1505692800,classics,106,76,37,10,120,223
false,30900252,1468972800,Peace,103,91,39,3,115,224
false,16984247,1505692800,Volleyball,74,51,4,1,80,225
false,29662320,1487030400,Madness,71,47,6,1,111,226
false,13509708,1492214400,ride,41,26,32,1,55,227
false,44182045,1500422400,before my time,170,134,125,1,176,228
false,3845941,1463270400,reggae,17,14,10,1,18,229
false,6247266,1405641600,Summer of love,23,23,13,2,24,230
false,52092271,1505001600,Everything,80,40,45,9,229,231
false,10847902,1508544000,Hits,47,44,11,1,50,232
false,1202613,1457568000,shower,5,5,2,1,5,233
false,9846155,1496620800,RUNNIN,37,30,14,1,43,234
false,8548120,1498348800,My happy place,32,25,9,1,40,235
false,11854860,1498867200,90s hits,46,40,5,1,48,236
false,22046144,1507766400,Old songs,84,67,41,3,92,237
false,4831759,1502323200,Korean,17,17,7,1,22,238
false,28533260,1501804800,Go to,53,20,4,1,124,239
false,8123185,1461542400,Way Up,26,23,8,1,34,240
false,29003627,1464998400,Tegan and Sara,25,7,17,18,151,241
false,3704527,1484438400,Atlas,16,14,13,1,18,242
false,31295097,1506384000,Elisa,117,92,16,1,123,243
false,14984483,1404000000,Country,52,33,24,1,67,244
false,13380646,1509408000,90s,57,56,14,1,62,245
false,17113460,1444780800,eurotrip,64,60,9,1,67,246
false,3842078,1431734400,Mine,12,13,2,1,18,247
false,4917330,1480723200,Christmas 2016,20,17,2,1,25,248
false,6641777,1382832000,Summer,30,24,7,1,31,249
false,7202128,1422748800,TBT,30,23,19,1,31,250
false,5951576,1507680000,beachy,16,16,10,1,28,251
false,20613122,1444867200,country,66,25,6,1,96,252
false,17563757,1482969600,Drank,69,53,23,4,78,253
false,8187579,1491696000,Trip,28,23,9,2,37,254
false,6772221,1387152000,Christmas Mix,28,25,3,22,32,255
false,15305341,1409270400,TOP,50,38,16,1,66,256
false,9175936,1397001600,rap god,25,15,2,1,37,257
false,10909538,1435622400,#Relaxed,26,15,5,4,38,258
false,14339409,1475971200,blue grass,55,49,8,1,88,259
false,12997268,1478476800,brad paisley,31,17,4,1,55,260
false,4064947,1494979200,summer16,18,17,6,1,18,261
false,31111329,1508716800,throwback,114,77,31,1,145,262
false,9779988,1497484800,love,40,32,14,1,44,263
true,45344306,1501632000,DA,181,167,84,4,188,264
false,27307206,1501286400,SUMMER 2k17,30,23,11,1,120,265
false,2692382,1408752000,Awesome mix vol. 1,12,12,2,1,12,266
false,8140922,1478736000,POP,25,21,14,1,38,267
false,7742394,1432339200,Road Trip Mix,35,35,8,1,35,268
false,5684090,1508457600,Indie,26,23,25,1,27,269
false,32143449,1508112000,Corridos,136,80,43,2,179,270
false,5311731,1397433600,Mr. Brightside,19,17,8,1,22,271
false,2974104,1476144000,shower,12,10,9,1,13,272
false,4068227,1492819200,workout,17,17,11,1,17,273
false,14753814,1490918400,old people,47,39,6,1,59,274
false,14507886,1508889600,FUN,50,44,30,1,66,275
false,2636459,1491091200,😍😍,11,11,6,1,12,276
false,10832487,1441843200,Hockey,34,25,3,1,46,277
true,1004632,1483228800,dank memes,5,5,4,1,5,278
false,22090714,1467244800,🎵🎵,81,60,43,1,97,279
false,12732512,1436832000,Legendary,46,27,7,1,55,280
false,17768780,1505260800,mayer,18,5,10,4,58,281
false,6825682,1508544000,Game Time,31,27,13,1,34,282
false,25726813,1474848000,car tunes,82,67,75,1,108,283
false,18667177,1502150400,lit,51,35,4,1,73,284
false,22954669,1507852800,wrap,69,43,38,1,99,285
false,10192296,1492128000,Chris,40,38,16,1,42,286
false,5852214,1474243200,chill beats,20,14,9,1,26,287
false,11506662,1468108800,kpop,37,25,5,1,48,288
false,2543865,1443225600,mix,9,9,3,2,10,289
false,8039278,1466726400,Blackout,32,25,5,1,35,290
false,15999383,1494374400,country,59,37,6,1,70,291
false,6954268,1508716800,Disney,13,27,4,1,38,292
false,11613183,1450483200,CHRISTMASSSSS,16,10,4,2,57,293
false,18718099,1495065600,Aux,62,42,43,1,83,294
false,9019237,1322611200,best christmas,35,38,3,2,47,295
false,8320641,1508198400,Worship,31,26,19,11,35,296
false,15067440,1482364800,broadway,7,44,4,1,81,297
false,12429584,1508457600,Vibe,32,19,5,1,49,298
false,8138630,1410393600,Say My Name,27,15,5,1,34,299
false,4011284,1505692800,car playlist,16,16,2,1,17,300
false,4366453,1368748800,Music From Baz Luhrmann's Film The Great Gatsby,8,18,2,1,21,301
false,25101830,1488758400,deep,90,81,4,1,105,302
false,11513927,1444176000,Tame Impala,10,3,2,1,43,303
false,12463335,1367712000,<3,40,29,10,2,48,304
false,5593000,1443657600,Running,25,19,9,3,26,305
false,6779280,1508716800,mixtape,16,12,8,1,29,306
false,6253280,1507507200,rawr,23,20,3,1,24,307
false,4150010,1493683200,lit songs,16,16,3,1,17,308
false,10681914,1508976000,upbeat,45,42,14,1,47,309
false,12219595,1435276800,Good Day,43,32,4,1,51,310
false,10542273,1508716800,AAA,46,31,10,1,56,311
false,5397462,1506124800,Line Dances,23,22,9,1,23,312
false,1212478,1501804800,Spanish,4,4,4,1,6,313
false,9505810,1496102400,randoms,37,23,6,1,38,314
false,6877882,1487289600,Alright,26,20,3,2,29,315
false,13552645,1487894400,Feelin' Myself,49,43,45,1,54,316
false,7089317,1412553600,RAP,27,23,3,2,30,317
false,2610032,1466899200,Covers,10,9,5,1,11,318
false,14326291,1486080000,Acoustic,50,38,2,1,63,319
false,5542687,1508284800,chill,26,25,19,2,26,320
false,6725888,1504828800,bruno mars,7,3,2,1,31,321
false,11012768,1395100800,stream,33,29,2,3,35,322
false,7088594,1466726400,mix,22,12,4,1,30,323
false,22279115,1509494400,Me Like,63,40,21,3,74,324
true,6599221,1445731200,Disney Jams,18,26,4,1,34,325
false,25182544,1469923200,family,80,51,7,3,101,326
false,3190461,1463702400,Walking on Sunshine,18,15,2,1,18,327
false,25668008,1509148800,country,97,48,93,4,123,328
false,23258201,1509148800,trap,70,41,26,3,89,329
false,45748141,1505088000,electronic,170,149,68,1,179,330
false,33436194,1507248000,The Drive,118,92,17,5,135,331
false,11843337,1415664000,Julion alvarez,46,29,23,2,60,332
false,13568608,1418601600,studying music,37,30,14,2,55,333
false,29638000,1466467200,90s alternative,101,80,7,1,124,334
false,30444466,1507939200,Litty,94,57,15,2,143,335
false,1170598,1464652800,oldies but goodies,5,4,2,1,5,336
false,1820885,1409702400,More Songs,8,7,4,1,8,337
false,28122775,1503705600,((chris)),80,57,3,1,118,338
false,45868016,1508889600,Worship,77,47,60,4,126,339
false,4539311,1476489600,🇲🇽🇲🇽🇲🇽,17,15,7,1,23,340
false,50144158,1509321600,( ͡° ͜ʖ ͡°),165,127,90,3,209,341
false,43330767,1473724800,Dance mix,127,111,15,1,167,342
false,7914593,1487462400,classic,29,25,7,1,32,343
false,6545278,1460505600,oldies,31,23,4,1,35,344
false,4643215,1498262400,NEW,6,5,2,6,16,345
false,2661531,1505433600,Chill music,12,11,6,2,12,346
false,6551213,1368921600,karaoke.,13,3,5,1,28,347
false,44886478,1508284800,⚡️⚡️⚡️,119,76,17,1,202,348
false,5286771,1501977600,Road,25,24,16,1,26,349
false,19787271,1509494400,Latin Trap,70,40,5,1,83,350
false,13840477,1471132800,Cali,54,49,30,1,59,351
false,5482381,1467763200,frenchy,24,18,7,1,28,352
false,5443704,1506556800,Thinking,16,10,17,3,23,353
false,17231492,1484265600,Cruisin,57,45,5,1,64,354
false,15592913,1509148800,throw backs,62,45,3,1,70,355
false,7540174,1508803200,2017,25,23,3,1,38,356
false,41285947,1509148800,boris,151,124,61,1,161,357
false,16889187,1469577600,Meow,58,42,10,1,75,358
false,12011735,1508889600,old songs,52,45,17,1,54,359
false,29612805,1507766400,pg,121,107,20,1,132,360
false,18559219,1477612800,Breezeblocks,74,63,53,1,79,361
false,51374372,1508630400,Favorite Songs,163,114,79,1,236,362
false,24867623,1505865600,Classic Rock,90,58,29,1,101,363
false,10060589,1499472000,Pregame,41,37,16,1,46,364
false,29409896,1460332800,Chill Rock,114,90,18,15,128,365
false,2277105,1428278400,High,6,4,2,1,9,366
false,28379452,1499817600,Guilty pleasure,85,56,45,1,118,367
false,5702204,1507248000,Everyday,15,12,9,1,25,368
false,17456909,1490400000,Salsa clasica,42,26,14,1,60,369
false,8161116,1505520000,CHRISTMAS,33,27,7,2,44,370
false,3675883,1496793600,quiet,15,14,4,1,15,371
false,2478019,1381795200,TRIPPIn,8,7,2,1,10,372
false,14549013,1507939200,happy,42,36,13,2,63,373
false,28515226,1503705600,oldies,111,88,25,1,122,374
false,19672852,1506816000,Chill,57,36,14,1,82,375
false,20937145,1476662400,Studying,77,66,49,1,88,376
false,4899854,1366502400,Classic,12,12,3,1,22,377
false,15202639,1471564800,country,37,15,7,1,69,378
false,22446377,1383696000,Autumnal,75,55,11,7,99,379
false,29808136,1502668800,Throwbacks,103,67,23,3,134,380
false,13338999,1402531200,Traveling,39,33,14,1,54,381
false,3617477,1505347200,spin,14,13,5,2,14,382
false,6189886,1505606400,country 2017,30,29,17,2,31,383
false,10981819,1507593600,*** good stuff,43,37,18,2,46,384
false,6849369,1421452800,LM,26,23,10,1,27,385
false,5174542,1483833600,Chill,22,16,5,1,23,386
false,1002971,1487376000,sad,4,3,3,1,5,387
false,7214292,1366070400,Party time,28,24,4,1,29,388
false,37004827,1509062400,mb,161,140,81,2,174,389
false,7507260,1413590400,Samba,29,27,15,1,30,390
false,12322081,1509148800,tears.,56,47,18,3,68,391
false,20317291,1408838400,Go To,78,70,56,1,88,392
false,15702225,1504483200,Friday afternoon...,49,33,16,1,72,393
false,5667027,1497052800,songs that make me think of you,21,20,2,1,23,394
false,13079525,1463702400,Congratulations,57,45,12,1,61,395
false,35191686,1420416000,Party,103,75,13,1,152,396
false,4790006,1468281600,Random,17,12,7,1,22,397
false,4724058,1409616000,Comedy,12,10,6,1,16,398
false,6903551,1481846400,RAVE,25,18,2,1,28,399
false,8172580,1507161600,summer 2015,32,30,17,1,40,400
false,35978286,1508284800,GET DOWN,162,133,49,4,170,401
false,44224023,1481846400,JAZZ,99,94,5,1,129,402
false,47796786,1508198400,Hype,167,119,70,4,210,403
false,14809281,1504137600,⚡️,26,17,3,1,73,404
false,49840293,1509235200,in my feels,168,94,93,1,214,405
false,57817131,1484870400,90's,130,73,16,2,228,406
false,11463791,1430179200,Piano Music,9,3,5,1,51,407
false,2161944,1348704000,workout mix,9,8,6,1,9,408
false,8890863,1508284800,90s hip hop,28,22,8,1,33,409
false,21653950,1492473600,Metal,17,10,4,1,87,410
false,37973952,1476662400,ashley,135,104,80,1,169,411
false,40797603,1488499200,Country,107,69,22,2,189,412
true,5345965,1459814400,Sweat.It.Out.,22,21,13,1,22,413
false,3623844,1458864000,early 2000's,15,10,2,1,17,414
false,2473737,1417392000,Get pumped,9,6,5,1,12,415
false,9971391,1508025600,West Coast Swing,42,29,3,1,44,416
false,4516482,1491436800,Rock,8,6,4,1,17,417
true,4042078,1435104000,june,8,8,9,1,18,418
false,31247117,1504137600,Roadtrip,110,87,25,1,121,419
false,24692333,1506902400,Smooth,35,23,29,1,109,420
false,5759204,1491436800,1967,21,20,2,1,23,421
false,13301408,1381104000,Old School,47,28,3,1,55,422
false,3872886,1454889600,New,11,7,2,1,18,423
false,35954911,1448236800,WORSHIP,89,62,32,1,122,424
false,2339579,1507593600,Phone,10,7,3,1,10,425
false,20413157,1509148800,yo,69,59,19,3,90,426
false,25137572,1503705600,PT,100,81,4,4,113,427
false,24126961,1473379200,car rides,88,72,8,1,111,428
false,9498986,1428019200,Music.,36,33,19,7,41,429
false,5703259,1481587200,Rent,2,11,2,1,28,430
false,22270488,1488240000,Feels,86,74,3,1,94,431
false,21216501,1504742400,goldie,80,74,51,1,84,432
false,7444505,1492387200,Sad songs,25,21,9,1,29,433
false,24165285,1448668800,DIEGO$,67,39,6,1,100,434
false,10914764,1420070400,New years,35,28,3,1,44,435
false,38166653,1505001600,Driving,72,34,50,2,151,436
false,44540531,1473984000,April,157,131,62,1,199,437
false,23006426,1509148800,OD,84,73,55,1,92,438
false,42572851,1438128000,housewarming,116,77,8,2,174,439
false,5700465,1472947200,car,21,19,2,1,24,440
false,49593533,1462665600,chill out,176,141,46,4,203,441
false,48662391,1377561600,rap mix,151,87,63,4,195,442
false,10588977,1497484800,Kickin it,38,36,19,2,41,443
false,2662059,1451865600,Chill Out,9,6,6,1,12,444
false,5948451,1425772800,90s baby,21,16,5,1,24,445
false,9061700,1508544000,Oldies,40,36,13,1,42,446
false,35055308,1409616000,Classical,39,49,4,1,166,447
false,5695510,1509408000,My favorites,24,23,15,1,26,448
false,3853134,1463961600,Hyphy,15,13,6,1,16,449
false,15955232,1506729600,Pump up songs,56,41,17,2,74,450
false,5792425,1467504000,Beautiful Things,21,19,7,1,22,451
false,16804240,1506211200,dance,71,59,20,2,77,452
false,37834259,1506816000,my heart,124,108,74,1,159,453
false,35784342,1509321600,issa playlist,82,36,24,1,159,454
false,10313789,1508112000,Party,42,40,17,1,45,455
false,51403555,1508630400,Country,139,87,97,1,240,456
false,14153692,1442275200,roma,58,52,8,3,63,457
false,20724857,1485388800,Intro,81,71,61,1,89,458
true,24677599,1506470400,Dusk,87,78,87,2,102,459
false,22939246,1509235200,slow,89,64,26,3,95,460
false,4381406,1497312000,BUST A MOVE,18,18,3,2,18,461
false,11622691,1504051200,Current jams,42,33,12,2,51,462
false,5905301,1507680000,Fallout,27,19,5,1,32,463
false,2847637,1485734400,2017,13,13,7,1,13,464
false,23574237,1508544000,Punk,69,20,9,2,140,465
false,5557362,1473811200,Homework,17,14,7,1,26,466
false,36302317,1495584000,000,16,17,3,1,130,467
false,33311177,1502755200,Good Times,117,104,69,4,140,468
false,13101094,1509148800,new stuff,20,12,8,1,62,469
false,33179507,1448928000,It's Christmas Time!,66,70,36,1,173,470
false,32270515,1499126400,AA,102,83,22,1,142,471
false,32037134,1505952000,Chill Sesh,68,26,28,1,139,472
false,12585762,1495670400,SPRANG,41,29,29,1,51,473
false,4029486,1451520000,Greatest Hits,7,3,4,1,24,474
false,39994234,1506556800,elevator music,144,111,113,1,175,475
false,18122170,1505088000,YOU,67,65,10,1,78,476
false,2417457,1393113600,Reggaeton,12,12,2,1,12,477
false,13092323,1504656000,Long Car Rides,52,48,13,1,60,478
false,11477824,1476403200,Country favorites,38,26,17,1,51,479
false,22352013,1450915200,Chill Out Music,78,50,27,1,99,480
false,5323927,1461801600,Good songs,17,11,6,1,22,481
false,1562705,1434240000,hip hop,6,6,4,2,6,482
false,53978628,1508371200,vibes,131,69,9,1,241,483
false,4499260,1482019200,INDY,20,18,3,1,21,484
false,14488430,1383004800,90's,53,52,2,1,57,485
false,3837468,1498089600,ODESZA,5,3,4,1,17,486
false,9044857,1506556800,Good stuff,40,34,25,1,41,487
false,6544676,1479081600,CHRISTMAS MUSIC,36,33,3,1,36,488
false,12956659,1488672000,Isis,42,35,3,1,59,489
false,3329570,1495670400,My baby,9,9,5,1,15,490
false,49468947,1504137600,Melting Pot,183,156,129,2,218,491
false,10072445,1461801600,Eminem,15,5,2,1,34,492
false,16276487,1506038400,Zombies,44,36,17,1,58,493
false,6234350,1478390400,Mega Chill,27,23,6,1,27,494
