,pid,tid,pos
298,2002,293,135
299,2002,294,136
300,2002,295,137
301,2002,233,138
302,2002,296,139
303,2002,297,140
304,2002,298,141
305,2002,299,142
306,2002,300,143
307,2002,301,144
308,2002,302,145
309,2002,303,146
310,2002,304,147
311,2002,305,148
312,2002,306,149
313,2002,307,150
314,2002,308,151
315,2002,309,152
316,2002,310,153
317,2002,311,154
318,2002,312,155
319,2002,313,156
320,2002,314,157
321,2002,315,158
322,2002,316,159
323,2002,317,160
324,2002,318,161
325,2002,319,162
326,2002,320,163
327,2002,321,164
328,2002,322,165
329,2002,323,166
330,2002,324,167
331,2002,325,168
332,2002,326,169
333,2002,327,170
334,2002,328,171
335,2002,329,172
336,2002,330,173
337,2002,331,174
338,2002,332,175
339,2002,333,176
340,2002,334,177
341,2002,335,178
342,2002,336,179
343,2002,337,180
344,2002,338,181
345,2002,339,182
346,2002,340,183
347,2002,341,184
348,2002,342,185
349,2002,343,186
350,2002,344,187
351,2002,345,188
352,2002,346,189
353,2002,347,190
354,2002,348,191
355,2002,349,192
356,2002,350,193
357,2002,351,194
358,2002,352,195
359,2002,353,196
360,2002,354,197
361,2002,355,198
362,2002,356,199
363,2002,357,200
364,2002,358,201
365,2002,359,202
366,2002,360,203
367,2002,361,204
368,2002,362,205
369,2002,363,206
370,2002,364,207
371,2002,158,208
372,2002,365,209
373,2002,366,210
374,2002,367,211
375,2002,368,212
376,2002,369,213
377,2002,370,214
378,2002,371,215
379,2002,372,216
380,2002,373,217
381,2002,374,218
382,2002,375,219
383,2002,376,220
384,2003,377,0
385,2003,378,1
386,2003,379,2
387,2003,380,3
388,2003,381,4
389,2003,382,5
390,2003,383,6
391,2003,384,7
392,2003,385,8
393,2003,386,9
394,2003,387,10
395,2003,388,11
396,2003,389,12
397,2003,390,13
398,2003,391,14
399,2003,392,15
400,2003,393,16
401,2003,394,17
402,2003,395,18
403,2003,396,19
404,2003,397,20
405,2003,398,21
406,2003,399,22
407,2003,400,23
408,2003,401,24
409,2003,402,25
410,2003,389,26
411,2003,403,27
412,2003,404,28
413,2003,405,29
414,2003,406,30
415,2003,407,31
416,2003,408,32
417,2003,409,33
418,2003,410,34
419,2004,411,0
420,2004,412,1
421,2004,413,2
422,2004,414,3
423,2004,415,4
424,2004,416,5
425,2004,417,6
426,2004,418,7
427,2004,419,8
428,2004,420,9
429,2004,421,10
430,2004,422,11
431,2004,423,12
432,2004,424,13
433,2004,425,14
434,2004,426,15
435,2004,427,16
436,2004,428,17
437,2004,429,18
438,2004,430,19
439,2005,431,0
440,2005,432,1
441,2005,433,2
442,2005,434,3
443,2005,435,4
444,2005,436,5
445,2005,437,6
446,2005,438,7
447,2005,439,8
448,2005,440,9
449,2005,441,10
450,2005,442,11
451,2005,443,12
452,2005,444,13
453,2005,445,14
454,2005,446,15
455,2005,447,16
456,2005,448,17
457,2005,449,18
458,2005,450,19
459,2005,451,20
460,2005,452,21
461,2005,453,22
462,2005,454,23
463,2005,455,24
464,2005,456,25
465,2005,457,26
466,2005,458,27
467,2005,459,28
468,2005,460,29
469,2005,461,30
470,2005,462,31
471,2005,463,32
472,2005,464,33
473,2005,465,34
474,2005,466,35
475,2005,467,36
476,2005,468,37
477,2005,469,38
478,2005,470,39
479,2005,471,40
480,2005,472,41
481,2005,473,42
482,2005,474,43
483,2005,475,44
484,2005,476,45
485,2006,477,0
486,2006,478,1
487,2006,479,2
488,2006,480,3
489,2006,481,4
490,2006,482,5
491,2006,483,6
492,2006,484,7
493,2006,485,8
494,2006,486,9
495,2006,487,10
496,2006,488,11
497,2006,489,12
498,2006,490,13
499,2006,491,14
500,2006,492,15
501,2006,493,16
502,2006,494,17
503,2006,495,18
504,2006,496,19
505,2006,497,20
506,2006,498,21
507,2006,499,22
508,2006,500,23
509,2006,501,24
510,2006,502,25
511,2006,503,26
512,2006,504,27
513,2006,505,28
514,2006,506,29
515,2006,507,30
516,2006,508,31
517,2006,509,32
518,2006,510,33
519,2006,511,34
520,2006,512,35
521,2006,513,36
522,2006,514,37
523,2006,515,38
524,2006,516,39
525,2006,517,40
526,2006,518,41
527,2006,519,42
528,2006,520,43
529,2006,521,44
530,2006,522,45
531,2006,523,46
532,2006,524,47
533,2006,525,48
534,2006,526,49
535,2006,527,50
536,2006,528,51
537,2006,529,52
538,2006,530,53
539,2006,531,54
540,2006,532,55
541,2006,533,56
542,2006,534,57
543,2006,535,58
544,2006,147,59
545,2006,536,60
546,2006,537,61
547,2006,538,62
548,2006,539,63
549,2006,540,64
550,2006,521,65
551,2006,541,66
552,2006,542,67
553,2006,543,68
554,2006,544,69
555,2006,545,70
556,2006,546,71
557,2006,547,72
558,2006,548,73
559,2006,549,74
560,2006,550,75
561,2006,551,76
562,2006,552,77
563,2006,553,78
564,2006,554,79
565,2006,555,80
566,2006,556,81
567,2006,557,82
568,2006,558,83
569,2006,559,84
570,2006,560,85
571,2007,561,0
572,2007,562,1
573,2007,563,2
574,2007,564,3
575,2007,565,4
576,2007,566,5
577,2007,567,6
578,2007,568,7
579,2007,569,8
580,2007,570,9
581,2007,571,10
582,2007,572,11
583,2007,573,12
584,2007,574,13
585,2007,575,14
586,2007,576,15
587,2007,577,16
588,2008,578,0
589,2008,579,1
590,2008,580,2
591,2008,581,3
592,2008,582,4
593,2008,583,5
594,2008,584,6
595,2008,585,7
596,2008,586,8
597,2008,587,9
598,2008,588,10
599,2008,589,11
600,2008,590,12
601,2008,591,13
602,2008,434,14
603,2008,592,15
604,2008,593,16
605,2008,594,17
606,2008,595,18
607,2008,596,19
608,2008,597,20
609,2008,598,21
610,2008,599,22
611,2008,600,23
612,2008,601,24
613,2008,602,25
614,2008,603,26
615,2008,604,27
616,2008,605,28
617,2008,606,29
618,2008,607,30
619,2008,608,31
620,2008,609,32
621,2008,610,33
622,2008,611,34
623,2008,612,35
624,2008,613,36
625,2008,614,37
626,2008,615,38
627,2008,616,39
628,2008,617,40
629,2008,618,41
630,2008,619,42
631,2008,620,43
632,2008,621,44
633,2008,622,45
634,2008,623,46
635,2008,624,47
636,2008,625,48
637,2008,626,49
638,2008,627,50
639,2008,628,51
640,2008,629,52
641,2008,630,53
642,2008,631,54
643,2008,632,55
644,2008,633,56
645,2008,634,57
646,2008,635,58
647,2008,636,59
648,2008,439,60
649,2008,637,61
650,2008,638,62
651,2008,639,63
652,2008,640,64
653,2008,641,65
654,2008,642,66
655,2008,643,67
656,2008,644,68
657,2008,645,69
658,2008,646,70
659,2008,446,71
660,2008,647,72
661,2008,648,73
662,2008,649,74
663,2008,650,75
664,2008,651,76
665,2008,652,77
666,2008,653,78
667,2008,654,79
668,2008,655,80
669,2008,656,81
670,2009,657,0
671,2009,658,1
672,2009,659,2
673,2009,660,3
674,2009,661,4
675,2009,662,5
676,2009,663,6
677,2009,664,7
678,2009,665,8
679,2009,36,9
680,2009,477,10
681,2009,7,11
682,2009,666,12
683,2009,667,13
684,2009,668,14
685,2009,669,15
686,2009,670,16
687,2009,671,17
688,2009,672,18
689,2010,673,0
690,2010,674,1
691,2010,675,2
692,2010,676,3
693,2010,677,4
694,2010,678,5
695,2010,679,6
696,2010,680,7
697,2010,681,8
698,2010,682,9
699,2010,164,10
700,2010,683,11
701,2010,684,12
702,2010,554,13
703,2010,185,14
704,2010,685,15
705,2010,686,16
706,2010,687,17
707,2010,688,18
708,2010,689,19
709,2010,206,20
710,2010,690,21
711,2010,691,22
712,2010,692,23
713,2010,693,24
714,2010,694,25
715,2010,695,26
716,2010,696,27
717,2010,697,28
718,2010,698,29
719,2010,699,30
720,2010,700,31
721,2010,701,32
722,2010,702,33
723,2010,703,34
724,2010,704,35
725,2010,705,36
726,2010,706,37
727,2010,707,38
728,2010,708,39
729,2010,709,40
730,2010,710,41
731,2010,711,42
732,2010,712,43
733,2010,713,44
734,2010,714,45
735,2010,715,46
736,2010,18,47
737,2010,716,48
738,2010,717,49
739,2010,718,50
740,2010,719,51
741,2010,720,52
742,2010,221,53
743,2010,721,54
744,2010,347,55
745,2010,722,56
746,2010,723,57
747,2010,724,58
748,2010,725,59
749,2010,351,60
750,2010,726,61
751,2010,727,62
752,2010,728,63
753,2010,340,64
754,2010,729,65
755,2010,730,66
756,2010,731,67
757,2011,732,0
758,2011,733,1
759,2011,734,2
760,2011,735,3
761,2011,736,4
762,2011,737,5
763,2011,738,6
764,2011,739,7
765,2011,740,8
766,2011,741,9
767,2011,742,10
768,2011,743,11
769,2011,744,12
770,2011,745,13
771,2011,746,14
772,2011,747,15
773,2011,748,16
774,2011,749,17
775,2011,750,18
776,2011,751,19
777,2011,752,20
778,2011,753,21
779,2011,754,22
780,2012,122,0
781,2012,661,1
782,2012,755,2
783,2012,756,3
784,2012,97,4
785,2012,757,5
786,2012,167,6
787,2012,687,7
788,2012,758,8
789,2012,373,9
790,2012,191,10
791,2012,696,11
792,2012,759,12
793,2012,760,13
794,2012,761,14
795,2012,762,15
796,2012,763,16
797,2012,764,17
798,2012,765,18
799,2012,766,19
800,2012,698,20
801,2012,767,21
802,2012,768,22
803,2012,703,23
804,2013,769,0
805,2013,770,1
806,2013,771,2
807,2013,772,3
808,2013,773,4
809,2013,774,5
810,2013,775,6
811,2013,776,7
812,2013,777,8
813,2013,778,9
814,2013,779,10
815,2013,508,11
816,2013,780,12
817,2013,781,13
818,2013,782,14
819,2013,783,15
820,2013,784,16
821,2013,785,17
822,2013,786,18
823,2013,787,19
824,2013,788,20
825,2013,789,21
826,2013,790,22
827,2013,791,23
828,2013,76,24
829,2013,792,25
830,2013,793,26
831,2013,794,27
832,2013,795,28
833,2013,796,29
834,2013,797,30
835,2013,798,31
836,2013,799,32
837,2013,800,33
838,2013,801,34
839,2013,802,35
840,2013,803,36
841,2013,804,37
842,2013,805,38
843,2013,806,39
844,2013,807,40
845,2013,808,41
846,2013,809,42
847,2013,810,43
848,2013,811,44
849,2013,812,45
850,2013,813,46
851,2013,814,47
852,2013,815,48
853,2013,816,49
854,2013,817,50
855,2013,818,51
856,2013,819,52
857,2013,820,53
858,2013,821,54
859,2013,822,55
860,2013,234,56
861,2013,823,57
862,2013,824,58
863,2013,825,59
864,2013,826,60
865,2013,827,61
866,2013,828,62
867,2013,829,63
868,2013,830,64
869,2013,831,65
870,2013,832,66
871,2013,833,67
872,2013,834,68
873,2013,835,69
874,2013,836,70
875,2013,837,71
876,2013,838,72
877,2013,762,73
878,2013,839,74
879,2013,840,75
880,2013,841,76
881,2013,842,77
882,2013,843,78
883,2013,844,79
884,2013,845,80
885,2013,846,81
886,2013,847,82
887,2013,848,83
888,2013,849,84
889,2013,850,85
890,2013,851,86
891,2013,852,87
892,2013,853,88
893,2013,854,89
894,2013,855,90
895,2013,856,91
896,2013,857,92
897,2013,858,93
898,2013,859,94
899,2013,860,95
900,2013,861,96
901,2013,862,97
902,2013,863,98
903,2013,864,99
904,2013,865,100
905,2013,866,101
906,2013,867,102
907,2013,868,103
908,2013,869,104
909,2013,870,105
910,2013,871,106
911,2013,872,107
912,2013,873,108
913,2013,874,109
914,2013,875,110
915,2013,876,111
916,2013,877,112
917,2013,878,113
918,2013,879,114
919,2013,880,115
920,2013,881,116
921,2013,882,117
922,2013,758,118
923,2013,883,119
924,2013,884,120
925,2013,885,121
926,2013,886,122
927,2013,887,123
928,2013,888,124
929,2013,889,125
930,2013,2,126
931,2013,890,127
932,2013,153,128
933,2013,891,129
934,2013,892,130
935,2013,893,131
936,2013,894,132
937,2013,895,133
938,2013,896,134
939,2013,897,135
940,2013,898,136
941,2013,743,137
942,2013,899,138
943,2013,900,139
944,2013,901,140
945,2013,902,141
946,2013,903,142
947,2013,904,143
948,2013,905,144
949,2013,906,145
950,2013,907,146
951,2013,908,147
952,2013,909,148
953,2013,910,149
954,2013,911,150
955,2013,912,151
956,2013,913,152
957,2013,914,153
958,2013,915,154
959,2014,916,0
960,2014,917,1
961,2014,918,2
962,2014,596,3
963,2014,919,4
964,2014,920,5
965,2014,921,6
966,2014,922,7
967,2014,923,8
968,2014,598,9
969,2014,924,10
970,2014,925,11
971,2014,926,12
972,2014,927,13
973,2014,928,14
974,2014,929,15
975,2014,930,16
976,2014,931,17
977,2014,932,18
978,2014,933,19
979,2014,934,20
980,2014,935,21
981,2014,936,22
982,2014,937,23
983,2014,938,24
984,2014,939,25
985,2014,940,26
986,2014,941,27
987,2014,942,28
988,2014,943,29
989,2014,944,30
990,2014,945,31
991,2014,946,32
992,2014,947,33
993,2014,948,34
994,2014,949,35
995,2014,950,36
996,2014,951,37
997,2014,952,38
998,2014,953,39
999,2014,954,40
1000,2014,955,41
1001,2014,956,42
1002,2014,957,43
1003,2014,958,44
1004,2014,959,45
1005,2014,960,46
1006,2014,961,47
1007,2014,962,48
1008,2014,963,49
1009,2014,964,50
1010,2014,965,51
1011,2014,966,52
1012,2014,967,53
1013,2014,968,54
1014,2014,969,55
1015,2014,970,56
1016,2014,971,57
1017,2014,972,58
1018,2014,973,59
1019,2014,974,60
1020,2014,975,61
1021,2014,976,62
1022,2014,977,63
1023,2014,978,64
1024,2014,979,65
1025,2014,980,66
1026,2014,981,67
1027,2014,982,68
1028,2014,983,69
1029,2014,984,70
1030,2014,985,71
1031,2014,986,72
1032,2014,987,73
1033,2014,988,74
1034,2014,989,75
1035,2014,990,76
1036,2014,991,77
1037,2014,992,78
1038,2014,993,79
1039,2014,994,80
1040,2014,995,81
1041,2014,996,82
1042,2014,997,83
1043,2014,998,84
1044,2014,999,85
1045,2014,1000,86
1046,2014,649,87
1047,2014,361,88
1048,2014,1001,89
1049,2015,1002,0
1050,2015,1003,1
1051,2015,1004,2
1052,2015,1005,3
1053,2015,1006,4
1054,2015,1007,5
1055,2015,1008,6
1056,2015,1009,7
1057,2015,369,8
1058,2015,1010,9
1059,2015,1011,10
1060,2015,1012,11
1061,2015,1013,12
1062,2015,1014,13
1063,2015,1015,14
1064,2015,1016,15
1065,2015,1017,16
1066,2015,1018,17
1067,2015,1019,18
1068,2016,1020,0
1069,2016,1021,1
1070,2016,1022,2
1071,2016,1023,3
1072,2016,1024,4
1073,2016,1025,5
1074,2016,1026,6
1075,2016,1027,7
1076,2016,1028,8
1077,2016,1029,9
1078,2016,1030,10
1079,2016,78,11
1080,2016,83,12
1081,2016,1031,13
1082,2016,1032,14
1083,2016,1033,15
1084,2016,1034,16
1085,2017,1035,0
1086,2017,1036,1
1087,2017,1037,2
1088,2017,1038,3
1089,2017,1039,4
1090,2017,1040,5
1091,2017,1041,6
1092,2017,1042,7
1093,2017,1043,8
1094,2017,1044,9
1095,2017,1045,10
1096,2017,1046,11
1097,2017,1047,12
1098,2017,1048,13
1099,2017,1049,14
1100,2017,1050,15
1101,2017,1051,16
1102,2017,1052,17
1103,2017,1053,18
1104,2017,1054,19
1105,2017,1055,20
1106,2017,1056,21
1107,2017,1057,22
1108,2017,1058,23
1109,2017,1059,24
1110,2017,1060,25
1111,2017,1061,26
1112,2017,1062,27
1113,2017,1063,28
1114,2017,1064,29
1115,2017,1065,30
1116,2017,1066,31
1117,2017,1067,32
1118,2017,1068,33
1119,2017,1069,34
1120,2017,1070,35
1121,2017,1071,36
1122,2017,1072,37
1123,2017,1073,38
1124,2017,1074,39
1125,2017,1075,40
1126,2017,1076,41
1127,2017,1077,42
1128,2017,1078,43
1129,2017,1079,44
1130,2017,1080,45
1131,2017,1081,46
1132,2017,1082,47
1133,2017,1083,48
1134,2017,1084,49
1135,2018,1085,0
1136,2018,1086,1
1137,2018,1087,2
1138,2018,901,3
1139,2018,1088,4
1140,2018,1037,5
1141,2018,887,6
1142,2018,1089,7
1143,2018,1090,8
1144,2018,1091,9
1145,2018,1092,10
1146,2018,1093,11
1147,2018,1094,12
1148,2018,1095,13
1149,2018,1096,14
1150,2018,1097,15
1151,2018,1098,16
1152,2018,1099,17
1153,2018,1100,18
1154,2018,1101,19
1155,2018,1102,20
1156,2018,705,21
1157,2018,1103,22
1158,2018,1104,23
1159,2018,1105,24
1160,2018,1106,25
1161,2018,1107,26
1162,2018,1108,27
1163,2018,1109,28
1164,2018,1110,29
1165,2018,1111,30
1166,2018,1112,31
1167,2018,1113,32
1168,2018,1114,33
1169,2018,1115,34
1170,2018,1116,35
1171,2018,1117,36
1172,2018,1118,37
1173,2018,1119,38
1174,2018,1103,39
1175,2018,1120,40
1176,2018,1121,41
1177,2018,1122,42
1178,2018,1123,43
1179,2018,1124,44
1180,2018,896,45
1181,2018,11,46
1182,2018,1125,47
1183,2018,1126,48
1184,2018,1117,49
1185,2018,1127,50
1186,2018,1128,51
1187,2018,1129,52
1188,2018,1130,53
1189,2018,1131,54
1190,2018,1132,55
1191,2018,1133,56
1192,2018,1134,57
1193,2018,1135,58
1194,2018,1136,59
1195,2018,1137,60
1196,2018,1138,61
1197,2018,1139,62
1198,2018,1140,63
1199,2018,390,64
1200,2018,887,65
1201,2018,1141,66
1202,2018,1142,67
1203,2018,1143,68
1204,2018,1144,69
1205,2018,1145,70
1206,2018,1146,71
1207,2018,1147,72
1208,2019,1148,0
1209,2019,1149,1
1210,2019,1150,2
1211,2019,1151,3
1212,2019,1152,4
1213,2019,1153,5
1214,2019,1154,6
1215,2019,1155,7
1216,2019,1156,8
1217,2019,1157,9
1218,2019,1158,10
1219,2019,1159,11
1220,2019,1160,12
1221,2019,1161,13
1222,2019,1162,14
1223,2019,1163,15
1224,2019,1164,16
1225,2019,1165,17
1226,2019,1166,18
1227,2019,1167,19
1228,2019,1168,20
1229,2019,1169,21
1230,2019,1170,22
1231,2020,1171,0
1232,2020,371,1
1233,2020,1172,2
1234,2020,1173,3
1235,2020,706,4
1236,2020,703,5
1237,2020,1174,6
1238,2020,1175,7
1239,2020,185,8
1240,2020,1176,9
1241,2020,1177,10
1242,2020,1178,11
1243,2020,1179,12
1244,2020,1180,13
1245,2020,1181,14
1246,2020,1182,15
1247,2020,1183,16
1248,2020,728,17
1249,2020,1184,18
1250,2020,1185,19
1251,2020,1143,20
1252,2020,1186,21
1253,2020,1187,22
1254,2020,1188,23
1255,2020,1189,24
1256,2020,1190,25
1257,2020,1191,26
1258,2020,1192,27
1259,2021,1193,0
1260,2021,1194,1
1261,2021,1195,2
1262,2021,1196,3
1263,2021,1197,4
1264,2021,1198,5
1265,2021,1199,6
1266,2021,1200,7
1267,2021,1201,8
1268,2021,1202,9
1269,2021,1203,10
1270,2021,1204,11
1271,2021,1205,12
1272,2021,1206,13
1273,2021,1207,14
1274,2021,1208,15
1275,2021,1209,16
1276,2021,1210,17
1277,2021,1211,18
1278,2021,1212,19
1279,2021,1213,20
1280,2021,1214,21
1281,2021,1215,22
1282,2021,1216,23
1283,2021,1217,24
1284,2021,1218,25
1285,2021,1219,26
1286,2021,1220,27
1287,2021,1221,28
1288,2021,1222,29
1289,2021,1223,30
1290,2021,1224,31
1291,2021,1225,32
1292,2021,1226,33
1293,2021,1227,34
1294,2021,1228,35
1295,2021,1229,36
1296,2021,1230,37
1297,2021,1231,38
1298,2021,1232,39
1299,2021,1233,40
1300,2021,1234,41
1301,2021,1202,42
1302,2021,1201,43
1303,2021,1235,44
1304,2021,1236,45
1305,2021,1237,46
1306,2021,1238,47
1307,2021,1239,48
1308,2021,1240,49
1309,2021,1241,50
1310,2021,1242,51
1311,2021,1243,52
1312,2021,1244,53
1313,2021,1245,54
1314,2021,1246,55
1315,2021,1247,56
1316,2021,1248,57
1317,2021,1249,58
1318,2021,1250,59
1319,2021,1251,60
1320,2021,1252,61
1321,2021,1253,62
1322,2021,1254,63
1323,2021,1255,64
1324,2021,1256,65
1325,2021,1257,66
1326,2021,1258,67
1327,2021,1259,68
1328,2021,1260,69
1329,2021,1261,70
1330,2021,1262,71
1331,2021,1263,72
1332,2022,1264,0
1333,2022,909,1
1334,2022,1265,2
1335,2022,1266,3
1336,2022,1267,4
1337,2022,1268,5
1338,2022,1269,6
1339,2022,1270,7
1340,2022,1271,8
1341,2023,1272,0
1342,2023,1273,1
1343,2023,1274,2
1344,2023,1275,3
1345,2023,1276,4
1346,2023,1277,5
1347,2023,1278,6
1348,2023,1279,7
1349,2023,1280,8
1350,2023,1281,9
1351,2023,1282,10
1352,2023,1283,11
1353,2023,1284,12
1354,2024,1285,0
1355,2024,1286,1
1356,2024,1287,2
1357,2024,1288,3
1358,2024,1289,4
1359,2024,1290,5
1360,2024,1291,6
1361,2024,1292,7
1362,2024,1293,8
1363,2024,1294,9
1364,2024,1295,10
1365,2024,1296,11
1366,2024,1297,12
1367,2024,1298,13
1368,2024,1299,14
1369,2024,1300,15
1370,2024,1301,16
1371,2024,508,17
1372,2024,1302,18
1373,2024,1303,19
1374,2024,1304,20
1375,2024,1305,21
1376,2024,1306,22
1377,2024,1307,23
1378,2024,1308,24
1379,2024,1309,25
1380,2024,1310,26
1381,2025,1311,0
1382,2025,1312,1
1383,2025,1313,2
1384,2025,1314,3
1385,2025,1315,4
1386,2025,1316,5
1387,2025,1317,6
1388,2025,1318,7
1389,2025,1319,8
1390,2025,1320,9
1391,2025,1321,10
1392,2025,1322,11
1393,2025,1323,12
1394,2025,1324,13
1395,2025,1325,14
1396,2025,1326,15
1397,2025,1327,16
1398,2025,1328,17
1399,2025,1329,18
1400,2025,1330,19
1401,2025,1331,20
1402,2025,1332,21
1403,2025,1333,22
1404,2025,1334,23
1405,2025,1335,24
1406,2025,1336,25
1407,2025,815,26
1408,2025,1337,27
1409,2025,1338,28
1410,2025,1339,29
1411,2025,1340,30
1412,2025,1341,31
1413,2025,1342,32
1414,2025,1343,33
1415,2025,1344,34
1416,2025,1345,35
1417,2025,1346,36
1418,2025,1347,37
1419,2026,1348,0
1420,2026,1349,1
1421,2026,1350,2
1422,2026,1351,3
1423,2026,1352,4
1424,2026,1353,5
1425,2026,1354,6
1426,2026,1355,7
1427,2026,1356,8
1428,2026,1357,9
1429,2026,1358,10
1430,2026,1359,11
1431,2026,1360,12
1432,2026,1361,13
1433,2026,1362,14
1434,2026,1363,15
1435,2026,1364,16
1436,2026,1365,17
1437,2026,1366,18
1438,2026,1367,19
1439,2026,1368,20
1440,2026,1369,21
1441,2026,1370,22
1442,2026,1371,23
1443,2026,1372,24
1444,2026,1373,25
1445,2026,1374,26
1446,2026,1375,27
1447,2027,1376,0
1448,2027,1377,1
1449,2027,1378,2
1450,2027,1379,3
1451,2027,1380,4
1452,2027,1381,5
1453,2027,1310,6
1454,2027,1382,7
1455,2027,1383,8
1456,2027,1384,9
1457,2027,1385,10
