,collaborative,duration_ms,modified_at,name,num_albums,num_artists,num_edits,num_followers,num_tracks,pid
95,False,8053208,1508976000,Zen,28,24,23,1,34,2095
96,False,14588426,1417046400,Thanksgiving,50,44,3,1,53,2096
97,False,8573995,1508544000,New Jams,38,36,10,4,41,2097
98,False,4365919,1500336000,logan,20,19,2,1,20,2098
99,False,6148366,1487894400,Playlist,24,22,12,1,27,2099
100,False,20428203,1449878400,halloween party!,78,61,4,2,87,2100
101,False,4769119,1440892800,girly,10,6,3,1,19,2101
102,False,30227144,1442966400,Perfect ,105,73,28,1,125,2102
103,False,14844042,1499040000,Rap,27,21,7,1,59,2103
104,False,15032230,1474675200,SUMMER VIBES,65,62,28,1,71,2104
105,False,24614656,1461974400,work playlist,87,77,34,6,106,2105
106,False,6321523,1395446400,FUNK,20,19,6,2,20,2106
107,False,8809870,1485648000,Blessings,26,19,25,1,40,2107
108,False,21673118,1509062400,Nostalgia,85,66,33,1,100,2108
109,False,8412976,1482278400,Christmas,34,35,9,1,40,2109
110,False,7169146,1502323200,The Vibe,33,31,14,1,35,2110
111,False,9242579,1506470400,lit,39,36,18,1,40,2111
112,False,21039014,1488844800,sweet 16!!,89,79,24,1,94,2112
113,False,4881351,1399939200,hotel,14,13,4,1,23,2113
114,False,14279978,1506384000,hockey,51,38,13,3,57,2114
115,False,14015558,1489449600,Disney,23,59,11,2,79,2115
116,False,5528171,1444867200,Molly,22,14,5,1,24,2116
117,False,34336787,1506816000,Just the Best,118,101,72,1,130,2117
118,False,7525026,1501545600,WORKOUT,31,29,7,1,32,2118
119,False,9895974,1464134400,pool,40,35,2,1,44,2119
120,False,11243880,1491696000,Spring break 2017,46,45,18,1,46,2120
121,False,30823018,1492905600,Party,100,73,54,2,123,2121
122,False,2915402,1508112000,melancholy ,10,9,6,1,11,2122
123,False,26697305,1483056000,cruise,93,75,19,3,113,2123
124,False,11051726,1506384000,Chill,40,31,9,2,49,2124
125,False,7043312,1505952000,Sleep,26,26,19,1,31,2125
126,False,12251832,1506643200,Simp,39,26,11,2,48,2126
127,False,17506250,1492646400,Lit,50,39,12,1,80,2127
128,False,6053479,1507420800,slaylist,20,17,18,1,28,2128
129,False,1824104,1490140800,Irish,9,9,3,1,9,2129
130,False,4992128,1475193600,new.,20,19,2,1,21,2130
131,False,23655455,1507075200,80s,81,70,23,5,90,2131
132,False,3523248,1365292800,Calvin Harris - 18 Months,6,4,3,1,17,2132
133,False,15832756,1433721600,The Drive.,66,59,32,1,70,2133
134,False,12650749,1503360000,Country,40,27,31,1,56,2134
135,False,30223253,1508284800,old country,116,60,21,1,153,2135
136,False,6319812,1491609600,Red Hot chili peppers ,17,14,3,1,25,2136
137,False,33314719,1509408000,best songs ever ,138,117,99,3,151,2137
138,False,2709012,1499385600,Guilty Pleasures,13,12,4,2,13,2138
139,False,30324190,1492646400,merp,118,99,31,1,138,2139
140,False,5158341,1508976000,Workout Playlist,19,14,14,1,23,2140
141,True,12640529,1391299200,2013,50,48,30,1,56,2141
142,False,7124420,1497744000,Adri,24,18,6,1,26,2142
143,False,6032586,1437609600,Cruisin,28,26,19,1,28,2143
144,False,15978751,1509148800,the good stuff,65,59,25,5,71,2144
145,False,28525349,1477353600,work,115,103,36,1,124,2145
146,False,11534095,1500076800,Beachy,40,23,18,1,51,2146
147,False,33885426,1439683200,new,93,71,12,1,147,2147
148,False,6643409,1483315200,jams,24,16,2,1,27,2148
149,False,22482928,1509062400,Laid Back,59,45,14,2,92,2149
150,False,23038338,1509494400,dope,93,68,65,1,104,2150
151,False,6394376,1465516800,throwback jamz,29,25,3,1,29,2151
152,False,20317085,1492214400,Car Tunes,49,25,6,1,88,2152
153,False,33767237,1504569600,why not,130,119,25,1,136,2153
154,False,4040658,1502150400,A3,18,18,5,2,18,2154
155,False,6779911,1461283200,vibes,26,25,11,3,27,2155
156,False,8324345,1430179200,Acoustic,23,19,15,1,33,2156
157,False,2942244,1473984000,Martin,14,14,3,1,14,2157
158,False,17992232,1507507200,Running,70,61,7,1,72,2158
159,False,5816884,1469750400,18,23,17,5,1,27,2159
160,False,29434314,1465344000,Hard Rock,69,21,14,1,131,2160
161,False,9143689,1506297600,sing,9,4,2,1,38,2161
162,False,36215478,1500681600,90's,109,91,19,1,149,2162
163,False,13990724,1441929600,80's Hits,43,39,4,1,52,2163
164,False,37763767,1509321600,Chill Fam,108,83,49,3,163,2164
165,False,16112364,1481068800,Favorite Songs of ALL TIME,58,57,3,1,58,2165
166,False,7233755,1507852800,🏃🏼‍♀️,35,35,6,2,36,2166
167,False,3061731,1506297600,relax ,13,10,5,1,16,2167
168,False,4457322,1490227200,rock,18,14,14,1,20,2168
169,True,20934268,1487894400,Feel Good Country,68,39,24,1,97,2169
170,False,22060009,1506643200,"Tyler, The Creator",39,26,15,1,89,2170
171,False,30079671,1508457600,Replay,114,75,82,2,134,2171
172,False,6413474,1485302400,day,23,23,15,1,25,2172
173,False,6575550,1446336000,Slow Songs,26,24,7,3,30,2173
174,False,16536651,1506902400,guilty pleasures,26,45,6,1,90,2174
175,False,21972366,1502323200,Summer 2017,75,68,58,1,87,2175
176,False,12939580,1417651200,Country,35,11,5,1,55,2176
177,False,6017532,1331251200,dance,19,16,8,1,28,2177
178,False,3110836,1386720000,Country love songs,12,10,6,1,13,2178
179,False,11688455,1496188800,breezy,42,35,13,1,46,2179
180,False,11979604,1432166400,2014,38,29,14,1,42,2180
181,False,26483048,1505001600,vibe with me,80,53,8,1,108,2181
182,False,7693110,1494201600,Covers,34,33,11,1,34,2182
183,False,55075097,1472774400,NYE,213,158,89,2,246,2183
184,False,7822151,1463011200,Sleepy,23,18,5,1,27,2184
185,False,6452799,1431907200,sun,25,21,8,1,28,2185
186,False,17778845,1507593600,New play,44,35,17,1,70,2186
187,False,22661071,1506556800,rock,72,46,15,1,83,2187
188,False,2992323,1472601600,Alan Walker — Faded,13,6,4,1,13,2188
189,False,3643081,1380240000,Open,15,13,2,1,15,2189
190,False,6754192,1441756800,Summer 2015,29,27,5,1,31,2190
191,False,14095038,1448755200,Christmas Time,18,16,5,1,81,2191
192,False,14624967,1494460800,BTS,21,8,7,1,67,2192
193,False,26768142,1431648000,Clean,92,77,31,1,119,2193
194,False,13687503,1496361600,jams,43,28,19,2,56,2194
195,False,37692984,1506384000,Tejano ,78,36,26,1,174,2195
196,False,15045574,1489795200,instrumental,44,35,16,1,58,2196
197,False,36293314,1489536000,Sky,93,49,3,1,151,2197
198,False,28517122,1488758400,tops,119,67,14,1,122,2198
199,False,6720738,1424563200,New Years,26,26,3,1,29,2199
200,False,5065277,1458691200,electro,20,19,10,2,23,2200
201,False,4045573,1396828800,shower,13,10,3,1,17,2201
202,False,35972442,1492214400,chill,66,39,37,2,152,2202
203,False,2837254,1507507200,Dance Songs,13,13,2,1,13,2203
204,False,15551948,1509235200,my life,57,43,36,4,70,2204
205,False,41700671,1509408000,Hip Hop/Rap,104,60,63,2,176,2205
206,False,17394138,1470096000,chill bro,62,52,6,2,71,2206
207,False,10018264,1441238400,On Fleek,38,35,35,3,44,2207
208,False,23065016,1424995200,mix,83,73,23,1,93,2208
209,False,35140230,1509235200,Girl Power,91,48,61,1,159,2209
210,False,53688643,1508457600,Main list ,197,152,37,3,216,2210
211,False,15831708,1371600000,Offline,17,12,4,1,53,2211
212,False,18604908,1488931200,kobe,69,61,18,1,82,2212
213,False,41754567,1416268800,christmas,58,55,8,2,209,2213
214,True,10900692,1478304000,Spring Break 2015,41,37,6,1,47,2214
215,False,12344937,1504224000,country ,40,32,31,1,58,2215
216,False,48674028,1509321600,Worship Him ,86,52,88,5,137,2216
217,False,10908427,1506643200,classics,38,21,13,2,42,2217
218,False,20584869,1408579200,Summer 2014,77,63,36,1,85,2218
219,False,42245796,1501804800,Rock,134,92,20,1,159,2219
220,False,2200377,1509408000,OOF,4,4,6,1,23,2220
221,False,6292967,1509321600,👅👅,26,21,12,1,27,2221
222,False,8416297,1382572800,alternative,23,21,3,1,35,2222
223,False,6235165,1509062400,Chill,17,13,14,3,24,2223
224,False,15761053,1466467200,Punk Rock,34,21,4,1,75,2224
225,False,21947012,1456617600,Musik,61,35,2,1,89,2225
226,False,12775581,1507939200,Soph,53,42,15,4,58,2226
227,False,8986024,1453939200,80s,34,33,2,1,36,2227
228,False,11643790,1480982400,Fall,53,51,20,2,54,2228
229,True,9029060,1444089600,Max,34,32,28,1,38,2229
230,False,5507164,1507161600,CLASSICAL,21,15,5,1,24,2230
231,False,47710260,1445558400,Rap,34,16,17,1,191,2231
232,False,15039858,1471996800,Fun.,58,48,11,1,64,2232
233,False,29693797,1433548800,New list,101,49,19,1,134,2233
234,False,20328359,1507161600,Country,77,44,33,3,93,2234
235,False,15305622,1486771200,Hip Hop,53,33,20,1,67,2235
236,False,9643258,1505692800,Home,34,31,7,2,43,2236
237,False,2063603,1505260800,123,9,9,2,1,9,2237
238,False,17595116,1508284800,rain.,69,64,52,1,71,2238
239,False,5119215,1507161600,Frenchy,7,5,4,1,28,2239
240,False,9652518,1500508800,Naptime,32,28,19,1,39,2240
241,False,7796416,1482537600,hood,27,18,4,1,31,2241
242,False,8689147,1509321600,Jammin,37,35,11,1,41,2242
243,False,14209363,1509062400,musicals ,25,42,3,1,59,2243
244,False,5942537,1508544000,oldies,22,13,10,1,30,2244
245,False,8959260,1439596800,Rock Brasileiro,19,7,2,3,40,2245
246,False,31638315,1507334400,Experimental,121,111,62,1,126,2246
247,False,13917750,1441756800,STEF,44,32,10,1,58,2247
248,False,15680642,1508025600,SAUCE ,63,46,4,2,68,2248
249,False,5641678,1478476800,November. ,23,18,3,1,26,2249
250,False,15082294,1509321600,oldies but goodies,55,44,6,3,66,2250
251,False,15928361,1509321600,EDM,74,50,41,1,77,2251
252,False,8992464,1452729600,new year,32,28,6,1,36,2252
253,False,12606651,1420502400,Adventures,54,49,8,2,55,2253
254,False,6723840,1508198400,hmmmm,27,22,13,1,29,2254
255,False,12664892,1411084800, coffee shop,50,48,27,1,52,2255
256,False,11506930,1481846400,DC,45,42,8,1,47,2256
257,False,10685404,1481241600,Bedtime,34,33,18,1,37,2257
258,False,3771327,1475020800,September 16,16,16,10,1,16,2258
259,False,10931122,1427068800,Electro,32,22,25,1,38,2259
260,False,26167041,1508889600,TBs,86,51,33,1,107,2260
261,False,25622498,1497916800,Good Music,84,50,3,1,102,2261
262,False,26113285,1466294400,Lil Wayne ,50,27,22,6,105,2262
263,False,24860454,1508976000,norteñas,65,25,30,1,131,2263
264,False,4951715,1495584000,Austin,12,9,2,1,21,2264
265,False,4120751,1476489600,Princess,16,17,2,1,24,2265
266,False,5227604,1496275200,Summer,21,15,7,1,24,2266
267,False,5183232,1508976000,Latino,22,19,12,2,23,2267
268,False,10573366,1501545600,L'Amour,34,29,30,1,44,2268
269,False,15331360,1497571200,basketball,62,55,7,1,69,2269
270,False,4408809,1445126400,Top 5,15,9,8,1,18,2270
271,False,27325604,1400803200,Poolside,18,47,2,3,49,2271
272,False,3082392,1507593600,partayyy,14,13,2,2,14,2272
273,False,7497777,1387152000,22,30,25,9,2,31,2273
274,False,34493603,1493164800,Throwbacks,132,96,2,1,150,2274
275,False,19741986,1498521600,feel good ,93,88,37,1,98,2275
276,True,5531042,1375401600,Pitch Perfect,10,15,2,2,36,2276
277,False,7439956,1430092800,Hip hop,33,28,6,1,33,2277
278,False,35865938,1508457600,Simplicity,130,100,119,1,154,2278
279,False,36246394,1484524800,My Country,127,82,75,1,158,2279
280,False,8037218,1507939200,country feels,27,20,11,1,38,2280
281,True,26482488,1484006400,Drive,80,56,34,2,117,2281
282,False,8273427,1495584000,ZONE,27,23,13,43,35,2282
283,False,3854221,1446940800,amor,16,14,3,1,19,2283
284,False,50097955,1469145600,indie folk,82,40,67,1,214,2284
285,False,8797792,1499731200,selah,26,19,20,3,35,2285
286,False,5769018,1506902400,Drive,23,22,20,1,25,2286
287,False,10966041,1489104000,chill,16,10,14,1,52,2287
288,False,50229203,1465776000,the new new,176,158,90,1,223,2288
289,False,6563639,1471392000,chill,21,15,12,1,24,2289
290,False,4291229,1448323200,Get Hype,16,12,9,1,19,2290
291,False,21419363,1387584000,riding,61,46,17,1,79,2291
292,False,31809923,1481241600,Driving,98,74,8,1,122,2292
293,False,14245463,1482278400,XMAS,47,43,21,1,75,2293
294,True,11852112,1508112000,Liked,49,41,37,2,56,2294
295,False,9742065,1484611200,R&B,32,22,8,1,39,2295
296,False,8793406,1508889600,sad,33,27,3,1,37,2296
297,False,45930869,1505260800,new,183,152,55,1,215,2297
298,False,7651606,1495929600,hits,34,29,10,1,34,2298
299,False,5420961,1507939200,lit,21,17,8,1,22,2299
300,False,14520425,1491436800,new,62,56,10,2,66,2300
301,False,5892826,1409616000,Wedding Tunes,24,22,12,1,25,2301
302,False,18624498,1503705600,Rock out with your cock out,55,31,9,1,71,2302
303,False,6602030,1506384000,Muse ,27,24,13,1,29,2303
304,False,46225610,1496620800,Throwback Jams,153,98,39,3,198,2304
305,False,14109503,1416873600,Yonce,16,6,4,3,55,2305
306,False,11929746,1498867200,country,41,31,6,1,54,2306
307,False,8791219,1460332800,Ariel Camacho,5,3,3,1,42,2307
308,False,21198614,1489190400,2016,86,73,51,1,93,2308
309,False,31104306,1507161600,Worship,94,62,91,3,116,2309
310,False,16864849,1496016000,Romeo santos,36,19,29,1,68,2310
311,False,16357284,1509062400,TB ,61,50,3,1,67,2311
312,False,19882603,1367712000,Mine,72,58,39,1,82,2312
313,False,5268749,1489017600,Oldies,28,21,9,1,33,2313
314,False,14396484,1508284800,Relaxing ,28,26,15,1,62,2314
315,False,38685287,1508889600,out,63,47,11,1,176,2315
316,False,18759972,1497657600,My Country,74,53,33,1,91,2316
317,False,13430362,1494979200,always good,57,44,2,1,61,2317
318,False,54021904,1509494400,indie mix,159,115,29,1,236,2318
319,False,3846986,1498089600,welcome back,18,18,12,6,18,2319
320,False,18226456,1508976000,Bad ass,73,44,13,1,85,2320
321,False,14539159,1491004800,Summer Songs,61,49,8,1,76,2321
322,False,24740803,1509321600,hip hop / rap,80,45,89,1,114,2322
323,False,20694235,1454544000,golf,6,4,2,1,92,2323
324,False,40334359,1508284800,Pop Punk,84,38,12,1,207,2324
325,False,39262119,1462320000,EDM ,97,73,55,1,138,2325
326,False,25548390,1504656000,bumpin,73,51,20,1,110,2326
327,False,31584411,1509494400,Personal favorites,92,69,29,1,142,2327
328,False,8865281,1509408000,Sesh,39,36,7,1,39,2328
329,False,35671935,1456012800,Alpha,75,30,17,1,162,2329
330,False,3225704,1487808000,brrr,12,12,3,2,12,2330
331,False,33895922,1483920000,gym ,144,129,7,1,148,2331
332,False,26165662,1488672000,chillll,46,33,23,1,112,2332
333,False,6546087,1507852800,Hardcore ,25,18,26,1,37,2333
334,False,9745513,1415059200,Fun,32,23,22,2,44,2334
335,False,22134994,1509235200,friends,74,47,26,1,94,2335
336,False,51359001,1485129600,ben,107,70,48,2,224,2336
337,False,3697146,1398470400,Acdc,8,7,2,2,15,2337
338,False,3935239,1437091200,Scottish,9,3,3,1,16,2338
339,False,51666285,1509494400,Nu,142,111,110,1,183,2339
340,False,24443484,1474761600,Bonjour :) ,81,62,5,1,103,2340
341,False,18677899,1508716800,Oldies,92,74,2,1,103,2341
342,False,29296618,1446768000,‼️,59,34,6,1,120,2342
343,False,4481952,1498608000,Spring 2017,14,12,9,2,19,2343
344,True,3182811,1480550400,Christmas,15,15,3,1,16,2344
345,False,20724487,1489622400,Bonitas,48,28,28,1,91,2345
346,False,24712617,1370908800,MUSIC! ,86,57,59,1,109,2346
347,False,11607816,1442361600,life,37,28,14,1,39,2347
348,False,10382139,1498262400,Turnip,41,37,18,1,45,2348
349,False,14442327,1424908800,222,75,75,5,27,75,2349
350,False,2561783,1460851200,18,11,11,3,2,13,2350
351,False,19215461,1509235200,❤️,62,43,60,2,86,2351
352,False,18014433,1500422400,current mood,58,40,15,3,76,2352
353,False,5125763,1404086400,Country Love,19,15,2,3,22,2353
354,False,18963191,1491696000,Christian,16,10,9,1,83,2354
355,False,24566668,1509062400,tunes,77,60,80,1,108,2355
356,False,3415847,1418947200,Christmas,6,5,3,1,20,2356
357,False,11245817,1479600000,oldies ,12,3,3,1,38,2357
358,False,12119507,1410134400,Work out,44,31,9,2,55,2358
359,False,17191065,1449705600,download,60,59,8,1,67,2359
360,False,2565169,1472515200,Zone Out ,9,9,8,1,9,2360
361,False,9201672,1507420800,Oldies,38,28,5,2,38,2361
362,False,3526182,1475884800,throwback,11,9,7,1,13,2362
363,False,14717103,1494115200,Workout,65,53,10,1,69,2363
364,False,15228822,1498521600,rainy days,53,39,12,2,62,2364
365,False,34819218,1486857600,Vibe with me,115,84,17,6,151,2365
366,False,22819348,1486944000,Chill,84,72,34,1,94,2366
367,False,21531801,1507161600,praise and worship ,67,42,34,2,81,2367
368,False,7604972,1505174400,Wonderwall,31,27,20,1,33,2368
369,False,26240812,1508889600,👌🏿,90,59,64,1,115,2369
370,False,2014440,1459123200,Where is MY Mind?,9,7,6,1,9,2370
371,False,11737043,1488758400,concert,14,7,2,1,48,2371
372,False,4720494,1437782400,summer,20,20,6,1,21,2372
373,False,32036578,1508803200,car,90,65,18,1,140,2373
374,False,7958826,1413676800,stuff,34,31,2,3,34,2374
375,False,11270916,1509148800,Hap,53,38,10,1,56,2375
376,False,1926851,1444262400,CHRISTMAS,4,3,2,1,7,2376
377,False,8903579,1506038400,Perfect,41,41,29,1,42,2377
378,False,24618282,1492732800,Classics,86,54,6,2,103,2378
379,False,10374827,1504483200,mom,41,39,3,1,42,2379
380,False,3212849,1463875200,Mama,13,12,3,1,13,2380
381,False,2289645,1487116800,in the moment,9,8,6,1,9,2381
382,False,11697979,1509408000,Rap,38,26,22,1,48,2382
383,False,2993966,1371168000,June 2013,10,10,4,1,13,2383
384,False,18662532,1432684800,Today's Hits,71,62,48,1,82,2384
385,False,11823189,1498348800,Favs <3,46,38,25,2,53,2385
386,False,2001066,1487376000,Travel,8,8,2,1,8,2386
387,False,11168912,1496361600,chill,23,23,8,1,41,2387
388,False,6338993,1458518400,Christmas,13,11,7,2,29,2388
389,False,17525157,1437696000,Indie Pop,45,24,17,1,87,2389
390,False,51429354,1449619200,Mix,139,59,26,2,226,2390
391,False,16709788,1495065600,DriVE$,46,33,28,3,73,2391
392,False,2358117,1371427200,Riri,8,3,2,1,10,2392
393,False,7724777,1499126400,remix,37,32,6,2,37,2393
394,False,3829292,1487376000,Mello,17,17,6,1,17,2394
395,False,9173656,1502928000,summer driving,42,38,18,2,45,2395
396,False,9929737,1506556800,Boom,30,27,25,1,41,2396
397,False,1318972,1451692800,First Dance,6,6,5,1,6,2397
398,False,43608789,1472428800,Because,100,77,69,16,114,2398
399,False,25322439,1509408000,Reggae ,70,38,23,1,114,2399
400,False,19033854,1500595200,Engagement Party,80,69,4,1,87,2400
401,False,9816711,1410307200,Florence + The Machine,11,8,5,2,42,2401
402,False,5881618,1463356800,worship,20,14,6,1,22,2402
403,False,11750201,1498521600,Sense,29,22,3,2,53,2403
404,False,19211524,1505692800,in love,55,37,19,1,81,2404
405,True,11406310,1483228800,Xmas,39,38,15,1,58,2405
406,False,7983948,1485129600,Epic,15,13,13,1,17,2406
407,False,14758762,1507766400,Concentration,49,37,27,1,63,2407
408,False,6813152,1473897600,Bachata,13,7,6,1,29,2408
409,False,2187538,1477526400,Slow it down,9,9,8,1,10,2409
410,False,7958289,1504483200,Random,30,23,8,1,37,2410
411,False,2748419,1404691200,Summer14,13,13,4,1,13,2411
412,False,5133146,1456876800,Random,22,16,8,1,23,2412
413,False,32898686,1508803200,yee haw,116,67,23,1,156,2413
414,False,4985544,1508198400,go to,23,21,11,1,24,2414
415,False,3200411,1503532800,RunAway..!,15,12,5,1,15,2415
416,False,5530418,1482192000,ride,19,16,5,44,24,2416
417,False,11030098,1438819200,Goa,42,34,5,1,47,2417
418,False,16799552,1508803200,workout,68,60,33,1,75,2418
419,False,3394036,1439683200,Dance Class,15,15,2,1,17,2419
420,False,9514740,1501027200,Feel Something ,16,16,13,1,33,2420
421,False,8079116,1508198400,aidan,37,35,33,5,37,2421
422,False,35905169,1503878400,Rock,146,131,46,2,159,2422
423,False,6105574,1458086400,fnaf,15,10,21,1,28,2423
424,True,8920370,1401148800,Oldies,40,21,18,3,45,2424
425,False,3333646,1490659200,class,12,12,11,2,13,2425
426,False,17234933,1505952000,Fuego,50,32,10,1,73,2426
427,False,12585822,1507161600,Tropical,47,36,14,1,55,2427
428,False,16397185,1467590400,Here You Go,69,61,3,1,72,2428
429,False,15226638,1504483200,21,64,55,10,1,71,2429
430,False,2085232,1508544000,fun,10,10,7,1,10,2430
431,False,16997126,1470960000,pump up,64,49,21,1,73,2431
432,False,21242509,1393632000,Club,74,59,8,7,94,2432
433,False,5956189,1509321600,Mixed,24,21,9,1,28,2433
434,False,4690130,1461974400,low~,17,16,2,1,19,2434
435,False,35684613,1464307200,sophie,124,104,64,5,154,2435
436,False,48011916,1375660800,90s Party,147,118,5,1,198,2436
437,False,6380799,1428105600,Kpop,22,14,7,2,28,2437
438,True,5845194,1480550400,November 2016,23,23,11,2,24,2438
439,False,11638849,1482192000,NCS,34,30,27,1,49,2439
440,False,4762954,1502668800,R2,20,20,9,1,20,2440
441,False,10562004,1475452800,chill,35,20,5,1,48,2441
442,False,67891028,1435622400,Youth,94,34,32,3,242,2442
443,False,3372344,1427760000,sleep ,9,6,2,1,11,2443
444,False,11934198,1504828800,vibin,30,23,27,1,51,2444
445,False,12073939,1464566400,OLDIE,26,26,3,1,80,2445
446,False,11815321,1501113600,throwback,45,39,4,4,49,2446
447,False,20376043,1508198400,good,85,75,37,1,91,2447
448,False,27384112,1507593600,smr,115,99,75,1,130,2448
449,False,32317216,1427414400,Only You,97,76,4,1,118,2449
